,sku,pack,size (GM),brand,price,POS_exposed w-1,volume_on_promo w-1,sales w-1,scope,target
WE 22 September 2018,1035,SINGLE,114.23,BRAND2,0.56,2.0,29.29097435517892,54046.0,1,47596.0
WE 29 September 2018,1035,SINGLE,114.23,BRAND2,0.55,0.0,21.369652912009414,47596.0,1,41240.0
WE 06 October 2018,1035,SINGLE,114.23,BRAND2,0.55,0.0,25.31668283220175,41240.0,1,40909.0
WE 13 October 2018,1035,SINGLE,114.23,BRAND2,0.56,2.0,19.900266445036543,40909.0,1,42132.0
WE 20 October 2018,1035,SINGLE,114.23,BRAND2,0.56,3.0,26.50693059906959,42132.0,1,45956.0
WE 27 October 2018,1035,SINGLE,114.23,BRAND2,0.56,2.0,23.20828618678736,45956.0,1,46158.0
WE 03 November 2018,1035,SINGLE,114.23,BRAND2,0.38,2.0,18.12210234412236,46158.0,1,97513.0
WE 10 November 2018,1035,SINGLE,114.23,BRAND2,0.31,12.0,100.0,97513.0,1,127169.0
WE 17 November 2018,1035,SINGLE,114.23,BRAND2,0.31,23.0,100.0,127169.0,1,128012.0
WE 24 November 2018,1035,SINGLE,114.23,BRAND2,0.38,12.0,99.72588507327438,128012.0,1,77317.0
WE 01 December 2018,1035,SINGLE,114.23,BRAND2,0.55,2.0,99.95783592224218,77317.0,1,38636.0
WE 08 December 2018,1035,SINGLE,114.23,BRAND2,0.55,0.0,20.88803188735894,38636.0,1,39528.0
WE 15 December 2018,1035,SINGLE,114.23,BRAND2,0.55,0.0,18.302975106253797,39528.0,1,46927.0
WE 22 December 2018,1035,SINGLE,114.23,BRAND2,0.55,2.0,28.615509195132866,46927.0,1,50578.0
WE 29 December 2018,1035,SINGLE,114.23,BRAND2,0.56,3.0,23.48353038870655,50578.0,1,23594.0
WE 05 January 2019,1035,SINGLE,114.23,BRAND2,0.55,3.0,25.232686276171908,23594.0,1,38336.0
WE 12 January 2019,1035,SINGLE,114.23,BRAND2,0.56,2.0,17.84745409015025,38336.0,1,37084.0
WE 19 January 2019,1035,SINGLE,114.23,BRAND2,0.56,2.0,27.079872721389275,37084.0,1,37162.0
WE 26 January 2019,1035,SINGLE,114.23,BRAND2,0.56,4.0,26.800495129433294,37162.0,1,38022.0
WE 02 February 2019,1035,SINGLE,114.23,BRAND2,0.35,0.0,23.20656462048288,38022.0,1,101402.0
WE 09 February 2019,1035,SINGLE,114.23,BRAND2,0.31,10.0,99.9303761267036,101402.0,1,146639.0
WE 16 February 2019,1035,SINGLE,114.23,BRAND2,0.31,16.0,100.0,146639.0,1,136361.0
WE 23 February 2019,1035,SINGLE,114.23,BRAND2,0.31,9.0,100.0,136361.0,1,137271.0
WE 02 March 2019,1035,SINGLE,114.23,BRAND2,0.31,9.0,100.0,137271.0,1,152012.0
WE 09 March 2019,1035,SINGLE,114.23,BRAND2,0.38,5.0,99.86422124569113,152012.0,1,87819.0
WE 16 March 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,33.72425101629488,87819.0,1,41128.0
WE 23 March 2019,1035,SINGLE,114.23,BRAND2,0.56,2.0,26.035547558840694,41128.0,1,41792.0
WE 30 March 2019,1035,SINGLE,114.23,BRAND2,0.35,0.0,26.771391653905052,41792.0,1,103107.0
WE 06 April 2019,1035,SINGLE,114.23,BRAND2,0.31,7.0,100.0,103107.0,1,131887.0
WE 13 April 2019,1035,SINGLE,114.23,BRAND2,0.31,15.0,100.0,131887.0,1,126960.0
WE 20 April 2019,1035,SINGLE,114.23,BRAND2,0.39,22.0,100.0,126960.0,1,76408.0
WE 27 April 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,99.61548528949848,76408.0,1,40035.0
WE 04 May 2019,1035,SINGLE,114.23,BRAND2,0.55,0.0,16.28100412139378,40035.0,1,48072.0
WE 11 May 2019,1035,SINGLE,114.23,BRAND2,0.55,0.0,27.111624230321183,48072.0,1,43552.0
WE 18 May 2019,1035,SINGLE,114.23,BRAND2,0.56,2.0,16.371463997060985,43552.0,1,36362.0
WE 25 May 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,28.83339750288763,36362.0,1,34812.0
WE 01 June 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,14.250545788808456,34812.0,1,41824.0
WE 08 June 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,27.707058148431525,41824.0,1,50430.0
WE 15 June 2019,1035,SINGLE,114.23,BRAND2,0.56,0.0,25.309537973428515,50430.0,1,51880.0
WE 22 June 2019,1035,SINGLE,114.23,BRAND2,0.56,3.0,28.79028527370856,51880.0,1,44493.0
WE 10 December 2016,144,MULTI,114.23,BRAND2,2.18,,,,1,51320.0
WE 17 December 2016,144,MULTI,114.23,BRAND2,2.0,45.0,100.0,51320.0,1,66431.0
WE 24 December 2016,144,MULTI,114.23,BRAND2,2.05,17.0,100.0,66431.0,1,57001.0
WE 31 December 2016,144,MULTI,114.23,BRAND2,3.0,2.0,100.0,57001.0,1,15052.0
WE 07 January 2017,144,MULTI,114.23,BRAND2,2.99,2.0,28.534192576844713,15052.0,1,22016.0
WE 14 January 2017,144,MULTI,114.23,BRAND2,3.0,0.0,6.251589752906978,22016.0,1,21762.0
WE 21 January 2017,144,MULTI,114.23,BRAND2,2.19,0.0,0.0,21762.0,1,46125.0
WE 28 January 2017,144,MULTI,114.23,BRAND2,2.0,13.0,100.0,46125.0,1,65842.0
WE 04 February 2017,144,MULTI,114.23,BRAND2,2.0,26.0,100.0,65842.0,1,70514.0
WE 11 February 2017,144,MULTI,114.23,BRAND2,2.31,37.0,100.0,70514.0,1,41614.0
WE 18 February 2017,144,MULTI,114.23,BRAND2,3.0,11.0,99.957386136076,41614.0,1,21685.0
WE 25 February 2017,144,MULTI,114.23,BRAND2,3.0,3.0,1.9007762662362617,21685.0,1,21758.0
WE 04 March 2017,144,MULTI,114.23,BRAND2,2.16,0.0,0.0,21758.0,1,59613.0
WE 11 March 2017,144,MULTI,114.23,BRAND2,2.0,57.0,99.142692589424,59613.0,1,85052.0
WE 18 March 2017,144,MULTI,114.23,BRAND2,2.0,57.0,99.13801752653278,85052.0,1,84513.0
WE 25 March 2017,144,MULTI,114.23,BRAND2,2.33,52.0,100.0,84513.0,1,43460.0
WE 01 April 2017,144,MULTI,114.23,BRAND2,3.49,6.0,96.79149409418622,43460.0,1,15706.0
WE 08 April 2017,144,MULTI,114.23,BRAND2,3.49,0.0,6.056814805382231,15706.0,1,15491.0
WE 15 April 2017,144,MULTI,114.23,BRAND2,2.18,0.0,0.17709207496826113,15491.0,1,53438.0
WE 22 April 2017,144,MULTI,114.23,BRAND2,2.0,23.0,99.1431191287099,53438.0,1,64206.0
WE 29 April 2017,144,MULTI,114.23,BRAND2,2.0,16.0,99.21686965911805,64206.0,1,75255.0
WE 06 May 2017,144,MULTI,114.23,BRAND2,2.37,11.0,99.46838526786702,75255.0,1,37998.0
WE 13 May 2017,144,MULTI,114.23,BRAND2,3.49,3.0,99.3460182114848,37998.0,1,15685.0
WE 20 May 2017,144,MULTI,114.23,BRAND2,3.48,3.0,1.5013282329189248,15685.0,1,15708.0
WE 27 May 2017,144,MULTI,114.23,BRAND2,2.2,0.0,1.8903318903318902,15708.0,1,49597.0
WE 03 June 2017,144,MULTI,114.23,BRAND2,2.0,48.0,100.0,49597.0,1,68260.0
WE 10 June 2017,144,MULTI,114.23,BRAND2,2.0,45.0,100.0,68260.0,1,71521.0
WE 17 June 2017,144,MULTI,114.23,BRAND2,2.35,56.0,100.0,71521.0,1,35623.0
WE 24 June 2017,144,MULTI,114.23,BRAND2,3.87,0.0,100.0,35623.0,1,10760.0
WE 01 July 2017,144,MULTI,114.23,BRAND2,3.88,0.0,0.0,10760.0,1,10504.0
WE 08 July 2017,144,MULTI,114.23,BRAND2,3.88,0.0,0.0,10504.0,1,10576.0
WE 15 July 2017,144,MULTI,114.23,BRAND2,3.88,0.0,2.742845436207766,10576.0,1,10325.0
WE 22 July 2017,144,MULTI,114.23,BRAND2,3.88,0.0,0.0,10325.0,1,9764.0
WE 29 July 2017,144,MULTI,114.23,BRAND2,3.88,0.0,3.8213505393964216,9764.0,1,9442.0
WE 05 August 2017,144,MULTI,114.23,BRAND2,3.89,0.0,0.42875803149050346,9442.0,1,8766.0
WE 12 August 2017,144,MULTI,114.23,BRAND2,3.89,0.0,0.0,8766.0,1,9857.0
WE 19 August 2017,144,MULTI,114.23,BRAND2,2.13,0.0,4.314531128470461,9857.0,1,50567.0
WE 26 August 2017,144,MULTI,114.23,BRAND2,1.94,54.0,99.71743759105081,50567.0,1,81713.0
WE 02 September 2017,144,MULTI,114.23,BRAND2,1.94,55.0,99.20693973623128,81713.0,1,87335.0
WE 09 September 2017,144,MULTI,114.23,BRAND2,2.25,50.0,99.27020476708459,87335.0,1,45964.0
WE 16 September 2017,144,MULTI,114.23,BRAND2,3.87,4.0,91.81845212195051,45964.0,1,12669.0
WE 23 September 2017,144,MULTI,114.23,BRAND2,3.87,0.0,4.3573552240376765,12669.0,1,12592.0
WE 30 September 2017,144,MULTI,114.23,BRAND2,2.19,0.0,3.8317979669631512,12592.0,1,53695.0
WE 07 October 2017,144,MULTI,114.23,BRAND2,2.0,61.0,98.97693764161778,53695.0,1,81664.0
WE 14 October 2017,144,MULTI,114.23,BRAND2,2.0,59.0,100.0,81664.0,1,80639.0
WE 21 October 2017,144,MULTI,114.23,BRAND2,2.36,63.0,99.80906674603274,80639.0,1,38457.0
WE 28 October 2017,144,MULTI,114.23,BRAND2,3.87,1.0,90.79209680075581,38457.0,1,12395.0
WE 04 November 2017,144,MULTI,114.23,BRAND2,3.88,2.0,2.6103267446551026,12395.0,1,12423.0
WE 11 November 2017,144,MULTI,114.23,BRAND2,2.2,0.0,4.617778851055837,12423.0,1,51705.0
WE 18 November 2017,144,MULTI,114.23,BRAND2,2.0,42.0,100.0,51705.0,1,81455.0
WE 25 November 2017,144,MULTI,114.23,BRAND2,2.0,34.0,100.0,81455.0,1,79973.0
WE 02 December 2017,144,MULTI,114.23,BRAND2,2.33,33.0,100.0,79973.0,1,49413.0
WE 09 December 2017,144,MULTI,114.23,BRAND2,2.89,2.0,98.19625739515241,49413.0,1,29506.0
WE 16 December 2017,144,MULTI,114.23,BRAND2,3.1,2.0,98.16856458573399,29506.0,1,21145.0
WE 23 December 2017,144,MULTI,114.23,BRAND2,3.5,0.0,4.118310081185466,21145.0,1,16816.0
WE 30 December 2017,144,MULTI,114.23,BRAND2,3.5,0.0,0.0,16816.0,1,8653.0
WE 06 January 2018,144,MULTI,114.23,BRAND2,2.17,0.0,0.0,8653.0,1,38594.0
WE 13 January 2018,144,MULTI,114.23,BRAND2,2.0,33.0,100.0,38594.0,1,59021.0
WE 20 January 2018,144,MULTI,114.23,BRAND2,2.33,21.0,100.0,59021.0,1,37561.0
WE 27 January 2018,144,MULTI,114.23,BRAND2,2.88,8.0,100.0,37561.0,1,27415.0
WE 03 February 2018,144,MULTI,114.23,BRAND2,3.13,5.0,100.0,27415.0,1,19600.0
WE 10 February 2018,144,MULTI,114.23,BRAND2,3.49,1.0,95.06904761904762,19600.0,1,13141.0
WE 17 February 2018,144,MULTI,114.23,BRAND2,3.48,0.0,0.0,13141.0,1,12789.0
WE 24 February 2018,144,MULTI,114.23,BRAND2,2.22,2.0,3.308833111788777,12789.0,1,39941.0
WE 03 March 2018,144,MULTI,114.23,BRAND2,2.0,7.0,100.0,39941.0,1,55795.0
WE 10 March 2018,144,MULTI,114.23,BRAND2,2.0,7.0,99.97947844788959,55795.0,1,56156.0
WE 17 March 2018,144,MULTI,114.23,BRAND2,2.36,15.0,100.0,56156.0,1,40720.0
WE 24 March 2018,144,MULTI,114.23,BRAND2,2.91,4.0,100.0,40720.0,1,25060.0
WE 31 March 2018,144,MULTI,114.23,BRAND2,2.91,0.0,98.22293163075287,25060.0,1,26241.0
WE 07 April 2018,144,MULTI,114.23,BRAND2,3.24,3.0,10.020324428693012,26241.0,1,14149.0
WE 14 April 2018,144,MULTI,114.23,BRAND2,3.49,0.0,5.081042240912197,14149.0,1,13964.0
WE 21 April 2018,144,MULTI,114.23,BRAND2,3.5,0.0,0.0,13964.0,1,14546.0
WE 28 April 2018,144,MULTI,114.23,BRAND2,2.17,0.0,0.0,14546.0,1,56268.0
WE 05 May 2018,144,MULTI,114.23,BRAND2,2.0,44.0,97.27808582735005,56268.0,1,84581.0
WE 12 May 2018,144,MULTI,114.23,BRAND2,2.0,49.0,99.60109244392949,84581.0,1,81622.0
WE 19 May 2018,144,MULTI,114.23,BRAND2,2.34,61.0,99.74257348917367,81622.0,1,44177.0
WE 26 May 2018,144,MULTI,114.23,BRAND2,3.48,4.0,96.60935931970633,44177.0,1,16880.0
WE 02 June 2018,144,MULTI,114.23,BRAND2,3.49,4.0,6.353179304897314,16880.0,1,17137.0
WE 09 June 2018,144,MULTI,114.23,BRAND2,2.21,0.0,3.924451965532668,17137.0,1,53912.0
WE 16 June 2018,144,MULTI,114.23,BRAND2,2.0,45.0,100.0,53912.0,1,78975.0
WE 23 June 2018,144,MULTI,114.23,BRAND2,2.0,40.0,99.84370581407619,78975.0,1,76574.0
WE 30 June 2018,144,MULTI,114.23,BRAND2,2.36,49.0,99.85118969885339,76574.0,1,51054.0
WE 07 July 2018,144,MULTI,114.23,BRAND2,2.96,8.0,98.52159804651284,51054.0,1,31301.0
WE 14 July 2018,144,MULTI,114.23,BRAND2,2.97,5.0,97.96870174541816,31301.0,1,29750.0
WE 21 July 2018,144,MULTI,114.23,BRAND2,3.19,7.0,35.31787114845938,29750.0,1,22987.0
WE 28 July 2018,144,MULTI,114.23,BRAND2,3.49,0.0,0.0641667029190412,22987.0,1,15892.0
WE 04 August 2018,144,MULTI,114.23,BRAND2,3.49,0.0,0.0,15892.0,1,15958.0
WE 11 August 2018,144,MULTI,114.23,BRAND2,2.22,0.0,2.2362869198312234,15958.0,1,44344.0
WE 18 August 2018,144,MULTI,114.23,BRAND2,2.0,35.0,100.0,44344.0,1,68490.0
WE 25 August 2018,144,MULTI,114.23,BRAND2,2.0,47.0,100.0,68490.0,1,71312.0
WE 01 September 2018,144,MULTI,114.23,BRAND2,2.43,40.0,99.7247307606013,71312.0,1,38884.0
WE 08 September 2018,144,MULTI,114.23,BRAND2,3.49,2.0,100.0,38884.0,1,19232.0
WE 15 September 2018,144,MULTI,114.23,BRAND2,3.5,0.0,0.0,19232.0,1,17613.0
WE 22 September 2018,144,MULTI,114.23,BRAND2,2.2,0.0,0.0,17613.0,1,56764.0
WE 29 September 2018,144,MULTI,114.23,BRAND2,2.0,44.0,99.75086909543607,56764.0,1,80561.0
WE 06 October 2018,144,MULTI,114.23,BRAND2,2.0,43.0,99.79353119582262,80561.0,1,83527.0
WE 13 October 2018,144,MULTI,114.23,BRAND2,2.33,50.0,98.32371568474863,83527.0,1,53263.0
WE 20 October 2018,144,MULTI,114.23,BRAND2,2.89,9.0,98.36690886106052,53263.0,1,32737.0
WE 27 October 2018,144,MULTI,114.23,BRAND2,2.88,6.0,98.30619788007454,32737.0,1,33575.0
WE 03 November 2018,144,MULTI,114.23,BRAND2,3.12,6.0,26.330007446016385,33575.0,1,22895.0
WE 10 November 2018,144,MULTI,114.23,BRAND2,3.5,0.0,3.3418504768144426,22895.0,1,15548.0
WE 17 November 2018,144,MULTI,114.23,BRAND2,3.5,0.0,0.1616499442586399,15548.0,1,14824.0
WE 24 November 2018,144,MULTI,114.23,BRAND2,2.2,0.0,0.0,14824.0,1,48314.0
WE 01 December 2018,144,MULTI,114.23,BRAND2,2.0,28.0,99.92990299568103,48314.0,1,74097.0
WE 08 December 2018,144,MULTI,114.23,BRAND2,2.0,48.0,99.71087448434709,74097.0,1,67124.0
WE 15 December 2018,144,MULTI,114.23,BRAND2,2.38,45.0,98.545453191109,67124.0,1,40986.0
WE 22 December 2018,144,MULTI,114.23,BRAND2,3.5,3.0,96.19581483108053,40986.0,1,19377.0
WE 29 December 2018,144,MULTI,114.23,BRAND2,3.5,0.0,0.04360840171337152,19377.0,1,10869.0
WE 05 January 2019,144,MULTI,114.23,BRAND2,3.49,0.0,1.5130186769712026,10869.0,1,15371.0
WE 12 January 2019,144,MULTI,114.23,BRAND2,1.79,0.0,0.0,15371.0,1,106242.0
WE 19 January 2019,144,MULTI,114.23,BRAND2,1.75,57.0,99.88110477337901,106242.0,1,116320.0
WE 26 January 2019,144,MULTI,114.23,BRAND2,1.75,58.0,99.79282725813846,116320.0,1,127418.0
WE 02 February 2019,144,MULTI,114.23,BRAND2,2.04,48.0,99.8474705300664,127418.0,1,67713.0
WE 09 February 2019,144,MULTI,114.23,BRAND2,2.95,11.0,91.78023422385657,67713.0,1,25889.0
WE 16 February 2019,144,MULTI,114.23,BRAND2,3.2,3.0,95.13622259131934,25889.0,1,18262.0
WE 23 February 2019,144,MULTI,114.23,BRAND2,3.49,1.0,4.215401744971343,18262.0,1,13386.0
WE 02 March 2019,144,MULTI,114.23,BRAND2,3.48,0.0,0.0,13386.0,1,15146.0
WE 09 March 2019,144,MULTI,114.23,BRAND2,2.17,0.0,0.0,15146.0,1,56855.0
WE 16 March 2019,144,MULTI,114.23,BRAND2,2.0,40.0,99.10579544455193,56855.0,1,86555.0
WE 23 March 2019,144,MULTI,114.23,BRAND2,2.0,48.0,98.82198216933357,86555.0,1,83256.0
WE 30 March 2019,144,MULTI,114.23,BRAND2,2.31,60.0,97.14453012395504,83256.0,1,51088.0
WE 06 April 2019,144,MULTI,114.23,BRAND2,2.93,7.0,97.94990995928595,51088.0,1,25667.0
WE 13 April 2019,144,MULTI,114.23,BRAND2,2.93,6.0,99.68708198594824,25667.0,1,25634.0
WE 20 April 2019,144,MULTI,114.23,BRAND2,3.2,7.0,26.807755324959036,25634.0,1,20799.0
WE 27 April 2019,144,MULTI,114.23,BRAND2,3.5,0.0,0.0,20799.0,1,14014.0
WE 04 May 2019,144,MULTI,114.23,BRAND2,3.5,0.0,4.493839493839494,14014.0,1,15246.0
WE 11 May 2019,144,MULTI,114.23,BRAND2,1.89,0.0,0.0,15246.0,1,84950.0
WE 18 May 2019,144,MULTI,114.23,BRAND2,1.75,54.0,98.45448302923289,84950.0,1,121612.0
WE 25 May 2019,144,MULTI,114.23,BRAND2,1.75,52.0,98.13732745672029,121612.0,1,118522.0
WE 01 June 2019,144,MULTI,114.23,BRAND2,2.08,59.0,99.52361868120124,118522.0,1,53158.0
WE 08 June 2019,144,MULTI,114.23,BRAND2,3.49,6.0,93.69517915146042,53158.0,1,16493.0
WE 15 June 2019,144,MULTI,114.23,BRAND2,3.49,0.0,0.0,16493.0,1,16526.0
WE 22 June 2019,144,MULTI,114.23,BRAND2,3.49,0.0,0.0,16526.0,1,14119.0
WE 10 December 2016,2704,SINGLE,878.68,BRAND1,2.5,,,,0,20456.0
WE 17 December 2016,2704,SINGLE,878.68,BRAND1,2.5,0.0,0.5167188111067658,20456.0,0,20382.0
WE 24 December 2016,2704,SINGLE,878.68,BRAND1,2.49,0.0,1.9738004121283486,20382.0,0,23294.0
WE 31 December 2016,2704,SINGLE,878.68,BRAND1,2.49,0.0,0.2163647291147935,23294.0,0,15562.0
WE 07 January 2017,2704,SINGLE,878.68,BRAND1,2.5,0.0,11.34815576404061,15562.0,0,22345.0
WE 14 January 2017,2704,SINGLE,878.68,BRAND1,2.5,0.0,0.0,22345.0,0,22656.0
WE 21 January 2017,2704,SINGLE,878.68,BRAND1,2.49,0.0,0.5870409604519774,22656.0,0,22823.0
WE 28 January 2017,2704,SINGLE,878.68,BRAND1,2.5,0.0,0.637514787714148,22823.0,0,23004.0
WE 04 February 2017,2704,SINGLE,878.68,BRAND1,2.5,0.0,0.0,23004.0,0,22963.0
WE 11 February 2017,2704,SINGLE,878.68,BRAND1,2.5,0.0,0.07838697034359622,22963.0,0,22830.0
WE 18 February 2017,2704,SINGLE,878.68,BRAND1,2.68,0.0,3.7293035479632066,22830.0,0,21595.0
WE 25 February 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.9085436443621208,21595.0,0,22226.0
WE 04 March 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.12507873661477548,22226.0,0,22444.0
WE 11 March 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.3589378007485295,22444.0,0,22263.0
WE 18 March 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.0,22263.0,0,22573.0
WE 25 March 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.6990652549506048,22573.0,0,22468.0
WE 01 April 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,22468.0,0,21883.0
WE 08 April 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.6059498240643422,21883.0,0,22015.0
WE 15 April 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,22015.0,0,24078.0
WE 22 April 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.7363568402691254,24078.0,0,21589.0
WE 29 April 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.6883134929825374,21589.0,0,24093.0
WE 06 May 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.1942472917444901,24093.0,0,23033.0
WE 13 May 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.0,23033.0,0,23397.0
WE 20 May 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.10556909005428046,23397.0,0,23713.0
WE 27 May 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.24121789735588073,23713.0,0,24289.0
WE 03 June 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.2483017003581869,24289.0,0,24185.0
WE 10 June 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.18689270208807113,24185.0,0,24736.0
WE 17 June 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,24736.0,0,25002.0
WE 24 June 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,25002.0,0,25382.0
WE 01 July 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,25382.0,0,23685.0
WE 08 July 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,4.564492294701288,23685.0,0,18884.0
WE 15 July 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.09955517898750266,18884.0,0,12914.0
WE 22 July 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,2.3610035620257084,12914.0,0,21776.0
WE 29 July 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,21776.0,0,22197.0
WE 05 August 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,22197.0,0,22277.0
WE 12 August 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.04892938905597702,22277.0,0,21858.0
WE 19 August 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.2388141641504255,21858.0,0,22221.0
WE 26 August 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.1322622744250934,22221.0,0,22011.0
WE 02 September 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.41024942074417337,22011.0,0,22123.0
WE 09 September 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0655426479229761,22123.0,0,22061.0
WE 16 September 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,22061.0,0,21173.0
WE 23 September 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.5788976526708545,21173.0,0,20761.0
WE 30 September 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.9079042435335487,20761.0,0,21335.0
WE 07 October 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,21335.0,0,20919.0
WE 14 October 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20919.0,0,20250.0
WE 21 October 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20250.0,0,20643.0
WE 28 October 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.03342537421886354,20643.0,0,19903.0
WE 04 November 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,19903.0,0,20856.0
WE 11 November 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20856.0,0,19877.0
WE 18 November 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,2.2659355033455753,19877.0,0,19722.0
WE 25 November 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.4948788155359497,19722.0,0,19517.0
WE 02 December 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,19517.0,0,19244.0
WE 09 December 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,19244.0,0,18490.0
WE 16 December 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,18490.0,0,17972.0
WE 23 December 2017,2704,SINGLE,878.68,BRAND1,2.75,0.0,2.8260627643000222,17972.0,0,21693.0
WE 30 December 2017,2704,SINGLE,878.68,BRAND1,2.74,0.0,4.85410040105103,21693.0,0,12760.0
WE 06 January 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.13949843260188088,12760.0,0,18297.0
WE 13 January 2018,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.0,18297.0,0,19559.0
WE 20 January 2018,2704,SINGLE,878.68,BRAND1,2.74,0.0,1.4054910782759853,19559.0,0,19897.0
WE 27 January 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,4.632859225008795,19897.0,0,19757.0
WE 03 February 2018,2704,SINGLE,878.68,BRAND1,2.74,0.0,0.0,19757.0,0,20329.0
WE 10 February 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20329.0,0,19778.0
WE 17 February 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,19778.0,0,18836.0
WE 24 February 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.036631981312380546,18836.0,0,20838.0
WE 03 March 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20838.0,0,19481.0
WE 10 March 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,19481.0,0,20117.0
WE 17 March 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20117.0,0,20461.0
WE 24 March 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.613362005767069,20461.0,0,19934.0
WE 31 March 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.312832346744256,19934.0,0,21067.0
WE 07 April 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.487966962548061,21067.0,0,18250.0
WE 14 April 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,18250.0,0,20710.0
WE 21 April 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,20710.0,0,21704.0
WE 28 April 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,1.1772023590121636,21704.0,0,21970.0
WE 05 May 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,21970.0,0,21805.0
WE 12 May 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.016509974776427426,21805.0,0,21508.0
WE 19 May 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,21508.0,0,22558.0
WE 26 May 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.23893962230694207,22558.0,0,24279.0
WE 02 June 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.06178178672927221,24279.0,0,23505.0
WE 09 June 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,3.9714954265049993,23505.0,0,23943.0
WE 16 June 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,23943.0,0,24604.0
WE 23 June 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,0.0,24604.0,0,23468.0
WE 30 June 2018,2704,SINGLE,878.68,BRAND1,2.75,0.0,2.3887847281404464,23468.0,0,24985.0
